,gender,emotion,position,path
14,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_120.jpg
15,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_122.jpg
16,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_123.jpg
17,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_124.jpg
18,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_125.jpg
19,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_127.jpg
20,MALE,FEAR,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_128.jpg
21,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_129.jpg
22,MALE,DISGUST,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_130.jpg
23,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_131.jpg
24,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_132.jpg
25,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_133.jpg
26,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_134.jpg
27,MALE,ANGER,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_136.jpg
28,MALE,SURPRISE,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_138.jpg
29,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_139.jpg
30,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_14.jpg
31,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_140.jpg
32,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_141.jpg
33,MALE,DISGUST,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_142.jpg
34,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_143.jpg
35,MALE,ANGER,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_144.jpg
36,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_146.jpg
37,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_15.jpg
38,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_16.jpg
39,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_17.jpg
40,MALE,NEUTRAL,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_19.jpg
41,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_2.jpg
42,MALE,NEUTRAL,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_20.jpg
43,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_21.jpg
44,MALE,NEUTRAL,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_27.jpg
45,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_28.jpg
46,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_29.jpg
47,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_33.jpg
48,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_36.jpg
49,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_38.jpg
50,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_39.jpg
51,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_4.jpg
52,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_40.jpg
53,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_41.jpg
54,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_45.jpg
55,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_47.jpg
56,MALE,NEUTRAL,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_49.jpg
57,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_5.jpg
58,MALE,NEUTRAL,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_50.jpg
59,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_51.jpg
60,MALE,DISGUST,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_52.jpg
61,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_53.jpg
62,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_57.jpg
63,MALE,NEUTRAL,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_59.jpg
64,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_61.jpg
65,MALE,SURPRISE,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_63.jpg
66,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_64.jpg
67,MALE,NEUTRAL,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_66.jpg
68,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_67.jpg
69,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_68.jpg
70,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_69.jpg
71,MALE,HAPPINESS,DOWN,./data/IMFDB_final/NTR/Mayabazar/images/NTR_7.jpg
72,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_70.jpg
73,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_71.jpg
74,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_73.jpg
75,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_75.jpg
76,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_79.jpg
77,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_8.jpg
78,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_80.jpg
79,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_81.jpg
80,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_83.jpg
81,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_84.jpg
82,MALE,NEUTRAL,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_85.jpg
83,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_87.jpg
84,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_88.jpg
85,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_89.jpg
86,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_9.jpg
87,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Mayabazar/images/NTR_90.jpg
88,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_91.jpg
89,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_92.jpg
90,MALE,NEUTRAL,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_94.jpg
91,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_95.jpg
92,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_96.jpg
93,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_98.jpg
94,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Mayabazar/images/NTR_99.jpg
0,MALE,NEUTRAL,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_1.jpg
1,MALE,DISGUST,UP,./data/IMFDB_final/NTR/Missamma/images/NTR_101.jpg
2,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_102.jpg
3,MALE,NEUTRAL,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_106.jpg
4,MALE,NEUTRAL,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_108.jpg
5,MALE,NEUTRAL,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_109.jpg
6,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_11.jpg
7,MALE,NEUTRAL,UP,./data/IMFDB_final/NTR/Missamma/images/NTR_112.jpg
8,MALE,NEUTRAL,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_113.jpg
9,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_114.jpg
10,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_115.jpg
11,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_118.jpg
12,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_119.jpg
13,MALE,NEUTRAL,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_120.jpg
14,MALE,ANGER,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_123.jpg
15,MALE,SURPRISE,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_125.jpg
16,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_128.jpg
17,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_13.jpg
18,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_130.jpg
19,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_137.jpg
20,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_138.jpg
21,MALE,SURPRISE,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_139.jpg
22,MALE,NEUTRAL,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_14.jpg
23,MALE,SURPRISE,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_143.jpg
24,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_146.jpg
25,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_147.jpg
26,MALE,DISGUST,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_148.jpg
27,MALE,NEUTRAL,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_15.jpg
28,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_150.jpg
29,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_151.jpg
30,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_152.jpg
31,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_156.jpg
32,MALE,SURPRISE,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_157.jpg
33,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_158.jpg
34,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_159.jpg
35,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_16.jpg
36,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_160.jpg
37,MALE,DISGUST,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_17.jpg
38,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_19.jpg
39,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_20.jpg
40,MALE,DISGUST,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_27.jpg
41,MALE,SURPRISE,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_28.jpg
42,MALE,SURPRISE,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_29.jpg
43,MALE,SURPRISE,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_30.jpg
44,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_31.jpg
45,MALE,NEUTRAL,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_32.jpg
46,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_33.jpg
47,MALE,NEUTRAL,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_34.jpg
48,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_35.jpg
49,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_36.jpg
50,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_37.jpg
51,MALE,SURPRISE,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_38.jpg
52,MALE,NEUTRAL,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_4.jpg
53,MALE,DISGUST,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_40.jpg
54,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_43.jpg
55,MALE,NEUTRAL,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_44.jpg
56,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_45.jpg
57,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_46.jpg
58,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_48.jpg
59,MALE,SURPRISE,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_49.jpg
60,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_50.jpg
61,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_51.jpg
62,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_52.jpg
63,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_53.jpg
64,MALE,NEUTRAL,DOWN,./data/IMFDB_final/NTR/Missamma/images/NTR_54.jpg
65,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_55.jpg
66,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_56.jpg
67,MALE,HAPPINESS,UP,./data/IMFDB_final/NTR/Missamma/images/NTR_57.jpg
68,MALE,NEUTRAL,DOWN,./data/IMFDB_final/NTR/Missamma/images/NTR_58.jpg
69,MALE,NEUTRAL,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_59.jpg
70,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_60.jpg
71,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_61.jpg
72,MALE,DISGUST,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_62.jpg
73,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_63.jpg
74,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_64.jpg
75,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_65.jpg
76,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_67.jpg
77,MALE,NEUTRAL,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_69.jpg
78,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_73.jpg
79,MALE,DISGUST,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_74.jpg
80,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_75.jpg
81,MALE,SURPRISE,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_76.jpg
82,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_77.jpg
83,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_8.jpg
84,MALE,NEUTRAL,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_80.jpg
85,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_82.jpg
86,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_86.jpg
87,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_87.jpg
88,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_88.jpg
89,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Missamma/images/NTR_89.jpg
90,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_9.jpg
91,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_90.jpg
92,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Missamma/images/NTR_91.jpg
93,MALE,NEUTRAL,RIGHT,./data/IMFDB_final/NTR/Missamma/images/NTR_94.jpg
0,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_10.jpg
1,MALE,NEUTRAL,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_100.jpg
2,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_101.jpg
3,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_102.jpg
4,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_103.jpg
5,MALE,ANGER,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_104.jpg
6,MALE,ANGER,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_105.jpg
7,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_106.jpg
8,MALE,DISGUST,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_107.jpg
9,MALE,DISGUST,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_108.jpg
10,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_109.jpg
11,MALE,DISGUST,DOWN,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_11.jpg
12,MALE,SADNESS,UP,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_110.jpg
13,MALE,SADNESS,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_111.jpg
14,MALE,SADNESS,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_112.jpg
15,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_113.jpg
16,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_114.jpg
17,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_117.jpg
18,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_118.jpg
19,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_119.jpg
20,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_12.jpg
21,MALE,DISGUST,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_120.jpg
22,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_121.jpg
23,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_122.jpg
24,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_123.jpg
25,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_125.jpg
26,MALE,DISGUST,DOWN,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_126.jpg
27,MALE,NEUTRAL,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_127.jpg
28,MALE,NEUTRAL,UP,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_128.jpg
29,MALE,NEUTRAL,RIGHT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_129.jpg
30,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_132.jpg
31,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_134.jpg
32,MALE,SURPRISE,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_137.jpg
33,MALE,SADNESS,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_138.jpg
34,MALE,SADNESS,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_139.jpg
35,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_14.jpg
36,MALE,SADNESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_140.jpg
37,MALE,SURPRISE,RIGHT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_141.jpg
38,MALE,SURPRISE,RIGHT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_142.jpg
39,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_143.jpg
40,MALE,NEUTRAL,RIGHT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_144.jpg
41,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_145.jpg
42,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_146.jpg
43,MALE,ANGER,RIGHT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_147.jpg
44,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_149.jpg
45,MALE,SURPRISE,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_150.jpg
46,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_151.jpg
47,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_152.jpg
48,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_153.jpg
49,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_154.jpg
50,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_155.jpg
51,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_159.jpg
52,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_160.jpg
53,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_161.jpg
54,MALE,FEAR,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_162.jpg
55,MALE,FEAR,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_163.jpg
56,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_164.jpg
57,MALE,DISGUST,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_165.jpg
58,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_166.jpg
59,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_171.jpg
60,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_172.jpg
61,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_173.jpg
62,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_175.jpg
63,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_176.jpg
64,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_177.jpg
65,MALE,SADNESS,RIGHT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_178.jpg
66,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_179.jpg
67,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_180.jpg
68,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_181.jpg
69,MALE,HAPPINESS,DOWN,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_182.jpg
70,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_183.jpg
71,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_184.jpg
72,MALE,HAPPINESS,DOWN,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_185.jpg
73,MALE,NEUTRAL,DOWN,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_186.jpg
74,MALE,SURPRISE,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_187.jpg
75,MALE,SURPRISE,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_188.jpg
76,MALE,NEUTRAL,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_189.jpg
77,MALE,DISGUST,RIGHT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_19.jpg
78,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_190.jpg
79,MALE,SURPRISE,DOWN,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_191.jpg
80,MALE,NEUTRAL,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_192.jpg
81,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_193.jpg
82,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_194.jpg
83,MALE,DISGUST,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_195.jpg
84,MALE,NEUTRAL,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_196.jpg
85,MALE,DISGUST,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_197.jpg
86,MALE,HAPPINESS,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_200.jpg
87,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_204.jpg
88,MALE,SURPRISE,LEFT,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_206.jpg
89,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/NTR/Gundammakatha/images/NTR_209.jpg
